Location,Estate,Latitude,Longitude,Price,Saleable,Area,Floor_level,Transaction_price,Square_feet,Discount_rate,Assignment_date,Credit_level,Credit_value
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,230900,22,234,L,10495,987,81,22/4/2021,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,322500,35,381,L,9214,846,86,27/4/2021,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,499800,35,376,H,14280,1329,83,30/4/2021,F,1
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,420600,36,385,H,11683,1092,82,15/5/2021,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,744100,56,598,L,13288,1244,83,16/5/2021,F,1
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,374300,32,349,M,11697,1072,81,10/6/2021,F,1
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,380000,35,381,L,10857,997,82,16/6/2021,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,330900,27,287,H,12256,1153,86,17/6/2021,F,1
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,186700,14,145,L,13336,1288,82,10/7/2021,F,1
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,363400,32,349,L,11356,1041,82,11/7/2021,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),TSING YI ESTATE,22.35465,114.1028,359300,35,381,L,10266,943,83,12/7/2021,F,1
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,310800,25,265,H,12432,1173,82,18/7/2021,F,1
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,201700,21,230,L,9605,877,82,29/7/2021,F,1
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,276200,26,277,L,10623,997,82,18/8/2021,F,1
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,548100,41,439,L,13368,1249,82,19/8/2021,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,355400,35,381,M,10154,933,83,29/8/2021,F,1
TUEN MUN & YUEN LONG (3),KIN SANG ESTATE,22.40605,113.96994,284600,36,385,M,7906,739,82,15/9/2021,F,1
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,304300,35,375,M,8694,811,83,10/10/2021,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,226700,27,294,H,8396,771,83,21/10/2021,F,1
TAI PO  NORTH & SHATIN (2),TAI PING ESTATE,22.49797,114.12668,385300,41,439,L,9398,878,82,15/11/2021,F,1
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,110800,14,150,L,7914,739,83,16/11/2021,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),TSING YI ESTATE,22.35465,114.1028,356700,35,381,L,10191,936,83,17/11/2021,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,195500,14,153,M,13964,1278,82,29/11/2021,F,1
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,171100,14,155,M,12221,1104,82,14/12/2021,F,1
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,492200,45,482,L,10938,1021,81,15/12/2021,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,225600,27,287,H,8356,786,83,13/1/2022,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,594200,46,490,M,12917,1213,86,23/1/2022,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,228000,26,277,L,8769,823,83,1/2/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,487000,36,385,M,13528,1265,82,11/2/2022,F,1
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,201400,19,208,M,10600,968,81,15/2/2022,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,278300,27,294,L,10307,947,86,28/2/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),TSING YI ESTATE,22.35465,114.1028,143100,14,153,L,10221,935,83,21/3/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,301100,24,263,L,12546,1145,82,6/4/2022,F,1
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,172000,20,212,L,8600,811,82,7/4/2022,F,1
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,616100,56,598,H,11002,1030,83,8/4/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,172200,14,145,L,12300,1188,82,24/4/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,495100,38,407,M,13029,1216,84,12/5/2022,F,1
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,351800,34,366,L,10347,961,84,19/5/2022,F,1
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,152000,15,164,H,10133,927,86,22/5/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,481900,35,376,H,13769,1282,86,26/5/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,270100,19,208,H,14216,1299,83,2/6/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,224000,20,212,L,11200,1057,86,3/6/2022,F,1
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,373900,45,485,M,8309,771,83,6/6/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,212500,20,212,L,10625,1002,86,7/6/2022,F,1
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,466400,43,465,M,10847,1003,84,11/6/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,443100,33,357,L,13427,1241,84,12/6/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,175500,14,145,M,12536,1210,84,15/6/2022,F,1
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,352900,34,366,L,10379,964,84,18/6/2022,F,1
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,109600,11,121,L,9964,906,84,19/6/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),TSING YI ESTATE,22.35465,114.1028,407100,35,376,H,11631,1083,83,23/6/2022,F,1
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,174800,14,153,H,12486,1142,83,24/6/2022,F,1
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,427600,35,376,L,12217,1137,84,25/6/2022,F,1
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,408100,39,424,M,10464,963,84,26/6/2022,F,1
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,150500,15,164,M,10033,918,86,27/6/2022,F,1
KOWLOON EAST (2),CHOI HA ESTATE,22.32603,114.21825,193000,15,164,L,12867,1177,84,28/6/2022,F,1
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,314400,41,443,L,7668,710,83,29/6/2022,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,264900,32,349,L,8278,759,84,3/7/2022,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,349800,35,381,H,9994,918,84,5/7/2022,F,1
TUEN MUN & YUEN LONG (3),KIN SANG ESTATE,22.40605,113.96994,458800,56,598,M,8193,767,86,6/7/2022,F,1
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,272400,26,277,L,10477,983,84,7/7/2022,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,198500,28,296,L,7089,671,86,8/7/2022,F,1
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,131900,14,153,L,9421,862,84,9/7/2022,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,604300,46,490,H,13137,1233,86,15/7/2022,F,1
TAI PO  NORTH & SHATIN (3),HENG ON ESTATE,22.41583,114.22905,472500,45,485,H,10500,974,86,16/7/2022,F,1
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,252100,25,264,M,10084,955,83,17/7/2022,F,1
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,460400,35,377,L,13154,1221,84,18/7/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,439900,38,407,L,11576,1081,83,19/7/2022,F,1
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,388800,38,407,M,10232,955,84,23/7/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,527700,37,397,M,14262,1329,84,24/7/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,424300,33,355,L,12858,1195,84,25/7/2022,F,1
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,111000,14,153,L,7929,725,83,26/7/2022,F,1
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,350900,36,385,L,9747,911,83,27/7/2022,F,1
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,394500,35,381,L,11271,1035,82,30/7/2022,F,1
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,342700,35,375,H,9791,914,82,3/8/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,463100,41,443,H,11295,1045,86,4/8/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,196500,14,153,M,14036,1284,84,5/8/2022,F,1
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,424500,35,381,M,12129,1114,84,6/8/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,527900,40,428,L,13198,1233,84,7/8/2022,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,338800,27,294,H,12548,1152,86,10/8/2022,F,1
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,426800,45,485,H,9484,880,82,15/8/2022,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,202300,28,296,L,7225,683,86,17/8/2022,F,1
KWAI CHUNG,KWAI HING ESTATE,22.36625,114.13261,216400,22,241,L,9836,898,84,19/8/2022,F,1
KWAI CHUNG,KWAI HING ESTATE,22.36625,114.13261,245300,22,241,M,11150,1018,84,24/8/2022,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,268200,32,349,M,8381,768,84,25/8/2022,F,1
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,514300,41,436,L,12544,1180,82,28/8/2022,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,251000,32,349,L,7844,719,84,29/8/2022,F,1
TUEN MUN & YUEN LONG (3),TIN KING ESTATE,22.40587,113.96399,228000,33,355,L,6909,642,82,4/9/2022,F,1
KWAI CHUNG,KWAI HING ESTATE,22.36625,114.13261,383600,35,377,M,10960,1018,84,5/9/2022,F,1
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,243900,22,231,M,11086,1056,84,7/9/2022,F,1
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,503000,41,443,L,12268,1135,82,15/9/2022,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,436900,46,490,H,9498,892,86,16/9/2022,F,1
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,404300,41,445,L,9861,909,86,17/9/2022,F,1
TAI PO  NORTH & SHATIN (2),WAN TAU TONG ESTATE,22.44275,114.16876,368900,41,442,L,8998,835,86,18/9/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,185000,14,149,M,13214,1242,82,22/9/2022,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,353100,35,381,H,10089,927,84,23/9/2022,F,1
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,450500,35,381,H,12871,1182,84,24/9/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG FAT ESTATE,22.36314,114.10348,334800,32,349,L,10463,959,84,25/9/2022,F,1
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,229800,26,277,L,8838,830,84,26/9/2022,F,1
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,625700,46,496,L,13602,1261,84,27/9/2022,F,1
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,516900,51,544,L,10135,950,84,28/9/2022,F,1
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,447000,35,375,L,12771,1192,84,2/10/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,171300,14,145,L,12236,1181,83,3/10/2022,F,1
TAI PO  NORTH & SHATIN (3),FU SHIN ESTATE,22.453,114.17556,407400,35,381,H,11640,1069,82,13/10/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,517600,41,443,M,12624,1168,82,24/10/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,307600,24,263,M,12817,1170,82,6/11/2022,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,269100,32,349,M,8409,771,84,7/11/2022,F,1
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,340300,32,349,L,10634,975,84,8/11/2022,F,1
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,472500,33,357,L,14318,1324,82,14/11/2022,F,1
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,394000,35,381,L,11257,1034,84,15/11/2022,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,285500,35,381,L,8157,749,86,16/11/2022,F,1
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,357500,34,366,M,10515,977,84,18/11/2022,F,1
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,265700,26,277,L,10219,959,84,19/11/2022,F,1
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,157300,20,217,L,7865,725,83,20/11/2022,F,1
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,321000,35,374,L,9171,858,81,21/11/2022,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,215400,26,277,M,8285,778,86,4/12/2022,F,1
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,548200,41,439,L,13371,1249,82,10/12/2022,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,195800,26,284,M,7531,689,86,11/12/2022,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,252400,33,355,L,7648,711,84,12/12/2022,F,1
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,381200,41,443,M,9298,860,82,24/12/2022,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,241500,32,349,L,7547,692,84,25/12/2022,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,203200,33,358,L,6158,568,86,26/12/2022,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,204000,28,296,L,7286,689,86,27/12/2022,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,264900,20,217,H,13245,1221,82,7/1/2023,F,1
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,548800,41,436,L,13385,1259,82,8/1/2023,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),CHEUNG ON ESTATE,22.35992,114.10435,216300,20,212,L,10815,1020,82,9/1/2023,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,194300,26,283,M,7473,687,86,10/1/2023,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,298900,41,443,M,7290,675,86,11/1/2023,F,1
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,257100,26,277,L,9888,928,84,12/1/2023,F,1
TAI PO  NORTH & SHATIN (2),WAH MING ESTATE,22.48455,114.14015,224200,25,264,M,8968,849,84,5/2/2023,F,1
TAI PO  NORTH & SHATIN (2),TAI WO ESTATE,22.45201,114.16259,158200,14,150,M,11300,1055,84,18/2/2023,F,1
TAI PO  NORTH & SHATIN (3),YIU ON ESTATE,22.41887,114.23029,472500,41,443,M,11524,1067,82,22/2/2023,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,310500,39,424,L,7962,732,84,23/2/2023,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,550700,41,443,M,13432,1243,82,26/2/2023,F,1
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,415300,36,385,L,11536,1079,86,27/2/2023,F,1
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,262700,26,277,L,10104,948,82,3/3/2023,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,264200,32,349,M,8256,757,84,4/3/2023,F,1
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,423100,39,423,H,10849,1000,82,8/3/2023,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,333400,35,381,M,9526,875,84,9/3/2023,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,214200,26,284,L,8238,754,86,14/3/2023,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,273100,33,355,L,8276,769,84,12/4/2023,F,1
TAI PO  NORTH & SHATIN (2),TAI PING ESTATE,22.49797,114.12668,340000,35,377,M,9714,902,82,21/4/2023,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,250900,20,217,M,12545,1156,82,10/5/2023,F,1
KOWLOON WEST & SAI KUNG (1),LEI CHENG UK ESTATE,22.33921,114.16013,305800,26,277,L,11762,1104,82,11/5/2023,F,1
TAI PO  NORTH & SHATIN (3),FU HENG ESTATE,22.45645,114.17074,148700,14,150,H,10621,991,81,26/5/2023,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,348600,35,381,H,9960,915,84,6/6/2023,F,1
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,168100,15,165,L,11207,1019,82,15/6/2023,F,1
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,178400,19,208,L,9389,858,82,26/6/2023,F,1
KOWLOON EAST (1),TAK TIN ESTATE,22.30976,114.23962,507700,41,443,L,12383,1146,82,27/6/2023,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,345300,35,381,H,9866,906,84,28/6/2023,F,1
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,247600,25,264,M,9904,938,83,29/6/2023,F,1
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,176800,15,164,L,11787,1078,83,30/6/2023,F,1
TAI PO  NORTH & SHATIN (2),TIN PING ESTATE,22.50348,114.13229,339600,35,381,L,9703,891,81,7/7/2023,F,1
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,166000,14,145,L,11857,1145,82,18/7/2023,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),TSING YI ESTATE,22.35465,114.1028,148800,14,153,M,10629,973,83,19/7/2023,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,269700,33,358,M,8173,753,84,24/7/2023,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (2),TSING YI ESTATE,22.35465,114.1028,163600,15,164,M,10907,998,83,28/7/2023,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,312000,39,424,M,8000,736,86,29/7/2023,F,1
HONG KONG ISLAND & ISLANDS (1),FUNG WAH ESTATE,22.2611,114.23152,486100,41,443,M,11856,1097,81,30/7/2023,F,1
KOWLOON WEST & SAI KUNG (1),NAM CHEONG ESTATE,22.32642,114.15827,652100,46,491,L,14176,1328,82,6/8/2023,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,384900,35,379,L,10997,1016,82,29/8/2023,F,1
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,318600,25,267,L,12744,1193,82,30/8/2023,F,1
KOWLOON WEST & SAI KUNG (2),TSUI LAM ESTATE,22.32348,114.24827,339400,32,349,L,10606,972,84,31/8/2023,F,1
KOWLOON WEST & SAI KUNG (2),KING LAM ESTATE,22.31986,114.26158,508700,41,443,M,12407,1148,83,27/9/2023,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,203300,27,287,M,7530,708,86,13/10/2023,F,1
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,406800,35,376,L,11623,1082,86,14/10/2023,F,1
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,406600,35,381,L,11617,1067,82,5/11/2023,F,1
TAI PO  NORTH & SHATIN (1),POK HONG ESTATE,22.37493,114.19191,547600,46,490,L,11904,1118,82,24/11/2023,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,352200,35,381,H,10063,924,84,25/11/2023,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,320000,35,381,L,9143,840,84,26/11/2023,F,1
HONG KONG ISLAND & ISLANDS (2),TSUI WAN ESTATE,22.26825,114.24061,386700,35,376,L,11049,1028,82,28/11/2023,F,1
HONG KONG ISLAND & ISLANDS (1),WAH KWAI ESTATE,22.25011,114.14024,448100,36,385,L,12447,1164,82,3/12/2023,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,534200,40,428,M,13355,1248,83,6/12/2023,F,1
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,135100,20,215,L,6755,628,83,7/12/2023,F,1
TAI PO  NORTH & SHATIN (3),KWONG YUEN ESTATE,22.38123,114.21415,394900,36,385,H,10969,1026,83,20/12/2023,F,1
KOWLOON WEST & SAI KUNG (2),PO LAM ESTATE,22.32592,114.25309,316300,32,349,M,9884,906,86,21/12/2023,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,313100,39,424,M,8028,738,86,5/1/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,565800,41,443,H,13800,1277,83,11/1/2024,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,313000,35,381,L,8943,822,84,12/1/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,765400,56,598,M,13668,1280,83,22/1/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),TUNG TAU (II) ESTATE,22.33306,114.19336,174000,14,145,L,12429,1200,82,25/1/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),CHUK YUEN (NORTH) ESTATE,22.34581,114.19293,241500,20,217,L,12075,1113,82,17/2/2024,F,1
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,117600,14,153,M,8400,769,83,25/2/2024,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,310200,39,424,L,7954,732,86,26/2/2024,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,320800,27,287,L,11881,1118,86,4/3/2024,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,327000,28,296,M,11679,1105,86,17/3/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),FUNG TAK ESTATE,22.34489,114.20121,178800,14,147,M,12771,1216,82,26/3/2024,F,1
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,258300,32,349,M,8072,740,83,31/3/2024,F,1
TUEN MUN & YUEN LONG (1),SHAN KING ESTATE,22.39895,113.9663,205400,28,296,L,7336,694,86,1/4/2024,F,1
TUEN MUN & YUEN LONG (2),LONG PING ESTATE,22.44908,114.02275,267200,32,349,L,8350,766,82,4/4/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,482800,35,376,H,13794,1284,83,5/4/2024,F,1
TAI PO  NORTH & SHATIN (2),CHEUNG WAH ESTATE,22.49219,114.1419,350400,43,465,M,8149,754,86,9/4/2024,F,1
HONG KONG ISLAND & ISLANDS (2),LEI TUNG ESTATE,22.24077,114.15697,283700,27,287,L,10507,989,86,10/4/2024,F,1
TUEN MUN & YUEN LONG (1),LEUNG KING ESTATE,22.40756,113.96332,353100,41,443,M,8612,797,83,13/4/2024,F,1
WONG TAI SIN  TSING YI & TSUEN WAN (1),LOWER WONG TAI SIN (1) ESTATE,22.33831,114.1954,652100,51,544,L,12786,1199,83,18/4/2024,F,1
KOWLOON EAST (2),TSUI PING (NORTH) ESTATE,22.31555,114.22915,181300,14,145,M,12950,1250,82,27/4/2024,F,1
